ARMS RACE MECHANICS -- TECH LIST GENERATION REPORT
============================================================

Total techs parsed:    1507
    2045  cruiser_hull_5
          [from: millennium_dawn]
    2045  battleship_hull_4
          [from: millennium_dawn]
    2045  helicopter_operator_hull_4
          [from: millennium_dawn]
    2045  carrier_hull_5
          [from: millennium_dawn]
    2045  tech_combat_radar_5 (XP)
          [from: millennium_dawn]
    2045  tech_combat_sonar_5 (XP)
          [from: millennium_dawn]
    2045  tech_light_guns_3 (XP)
          [from: millennium_dawn]
    2045  tech_rail_guns_3 (XP)
          [from: millennium_dawn]
    2045  tech_point_defense_system_6 (XP)
          [from: millennium_dawn]
    2045  tech_turret_missiles_surface_5 (XP)
          [from: millennium_dawn]
    2045  tech_turret_missiles_aa_5 (XP)
          [from: millennium_dawn]
    2045  tech_vls_surface_5 (XP)
          [from: millennium_dawn]
    2045  tech_vls_aa_5 (XP)
          [from: millennium_dawn]
    2045  tech_torpedoes_5 (XP)
          [from: millennium_dawn]
    2045  tech_smart_landing_craft (XP)
          [from: millennium_dawn]
    2045  internal_weapons_3
          [from: millennium_dawn]
    2050  suicide_drone_4
          [from: millennium_dawn]
    2055  engines_5
          [from: millennium_dawn]

  [land / artillery] -- 26 techs
    1922  basic_battery
    1936  gw_artillery
    1936  interwar_artillery
    1936  basic_light_battery
    1936  basic_light_shell
    1936  basic_heavy_battery
    1936  basic_heavy_shell
    1936  railway_gun
    1939  artillery1
    1939  improved_light_battery
    1939  improved_heavy_battery
    1939  basic_dp_light_battery
    1940  artillery2
    1940  sp_artillery_rocket_assisted_projectiles_tech
    1940  sp_artillery_purpose_built_gun_motor_carriages_tech
    1940  improved_dp_light_battery
    1941  artillery3
    1941  sp_shock_hardening_techniques
    1942  artillery4
    1942  sp_variable_time_fuze_shells
    1942  improved_light_shell
    1942  improved_heavy_shell
    1943  artillery5
    1944  advanced_light_battery
    1944  advanced_heavy_battery
    1944  advanced_dp_light_battery

  [land / heavy_tanks] -- 13 techs
    1934  basic_heavy_tank
    1934  basic_heavy_tank_chassis
    1940  improved_heavy_tank_chassis
    1941  improved_heavy_tank
    1941  super_heavy_tank
    1941  super_heavy_tank_chassis
    1943  advanced_heavy_tank
    1943  advanced_heavy_tank_chassis
    1943  sp_armored_lc_naval_engine_conversion_tech
    1943  sp_armored_lc_transmission_improvements_tech
    1943  sp_armored_lc_specialized_field_manuals_tech
    1943  sp_armored_lc_high_impact_obliterator_cannon_tech
    1945  sp_armored_lc_weapon_fire_control_tech

  [land / infantry] -- 24 techs
    1936  paratroopers
    1936  marines
    1936  tech_mountaineers
    1936  rangers_tech
    1938  tech_special_forces
    1939  improved_infantry_weapons
    1939  paratroopers2
    1939  marines2
    1939  tech_mountaineers2
    1939  rangers_tech2
    1940  improved_infantry_weapons_2
    1940  advanced_special_forces
    1940  improved_special_forces
    1942  infantry_at
    1942  advanced_infantry_weapons
    1942  extreme_environment_training
    1942  survival_training
    1943  infantry_at2
    1943  paratroopers3
    1943  marines3
    1943  tech_mountaineers3
    1943  rangers_tech3
    1944  advanced_infantry_weapons2
    1944  elite_forces

  [land / light_tanks] -- 8 techs
    1918  gwtank
    1918  gwtank_chassis
    1934  basic_light_tank
    1934  basic_light_tank_chassis
    1936  improved_light_tank
    1936  improved_light_tank_chassis
    1941  advanced_light_tank
    1941  advanced_light_tank_chassis

  [land / mechanised] -- 5 techs
    1940  mechanised_infantry
    1941  amphibious_mechanized_infantry
    1942  mechanised_infantry2
    1943  amphibious_mechanized_infantry_2
    1944  mechanised_infantry3

  [land / medium_tanks] -- 6 techs
    1938  basic_medium_tank_chassis
    1939  basic_medium_tank
    1940  improved_medium_tank_chassis
    1941  improved_medium_tank
    1943  advanced_medium_tank
    1943  advanced_medium_tank_chassis

  [land / modern_tanks] -- 2 techs
    1945  main_battle_tank
    1945  main_battle_tank_chassis

  [land / motorised] -- 2 techs
    1936  tech_trucks
    1936  motorised_infantry

  [land / support] -- 42 techs
    1910  basic_train
    1918  tech_support
    1936  tech_engineers
    1936  tech_recon
    1936  tech_military_police
    1936  tech_maintenance_company
    1936  armored_train
    1936  tech_recon_focus_bonus
    1936  tech_field_hospital
    1936  tech_logistics_company
    1936  tech_signal_company
    1938  sp_armored_engineer_tech
    1938  sp_armored_maintenance_tech
    1938  sp_armored_signal_tech
    1938  sp_helicopter_transport_pods_tech
    1938  sp_helicopter_artillery_observers_tech
    1938  sp_helicopter_med_evac_tech
    1938  sp_armored_motorized_military_police_tech
    1939  tech_engineers2
    1939  tech_recon2
    1939  tech_military_police2
    1939  tech_maintenance_company2
    1939  tech_field_hospital2
    1939  tech_logistics_company2
    1939  tech_signal_company2
    1939  wartime_train
    1942  tech_engineers3
    1942  tech_recon3
    1942  tech_military_police3
    1942  tech_maintenance_company3
    1942  tech_field_hospital3
    1942  tech_logistics_company3
    1942  tech_signal_company3
    1943  night_vision
    1945  tech_engineers4
    1945  tech_recon4
    1945  tech_military_police4
    1945  tech_maintenance_company4
    1945  tech_field_hospital4
    1945  tech_logistics_company4
    1945  tech_signal_company4
    1946  night_vision2

  [land / tanks_generic] -- 51 techs
    1914  armored_car1
    1934  basic_light_td
    1934  basic_light_art
    1934  basic_light_spaa
    1934  basic_heavy_td
    1934  basic_heavy_art
    1934  basic_heavy_spaa
    1934  engine_tech_1
    1936  improved_light_td
    1936  improved_light_art
    1936  improved_light_spaa
    1936  JAP_lighter_tanks
    1936  GER_heavy_armored_car
    1936  armor_tech_1
    1936  NOR_rikstanken_tech
    1938  amphibious_tank_chassis
    1938  engine_tech_2
    1939  basic_medium_td
    1939  basic_medium_art
    1939  basic_medium_spaa
    1940  amphibious_tank
    1940  armored_car2
    1941  advanced_light_td
    1941  advanced_light_art
    1941  advanced_light_spaa
    1941  improved_medium_td
    1941  improved_medium_art
    1941  improved_medium_spaa
    1941  improved_heavy_td
    1941  improved_heavy_art
    1941  improved_heavy_spaa
    1941  amphibious_drive
    1941  engine_tech_3
    1941  sp_armored_advanced_flamethrower_tech
    1942  amphibious_tank_2
    1942  armored_car3
    1942  armored_car_at_upgrade
    1942  SWE_lynx_armored_car
    1943  advanced_medium_td
    1943  advanced_medium_art
    1943  advanced_medium_spaa
    1943  advanced_heavy_td
    1943  advanced_heavy_art
    1943  advanced_heavy_spaa
    1943  super_heavy_td
    1943  super_heavy_art
    1943  super_heavy_spaa
    1944  engine_tech_4
    1945  modern_td
    1945  modern_art
    1945  modern_spaa

  [naval / battleships] -- 15 techs
    1922  early_ship_hull_heavy
    1922  early_battlecruiser
    1922  early_battleship
    1936  basic_ship_hull_heavy
    1936  ship_hull_super_heavy
    1936  basic_heavy_armor_scheme (XP)
    1936  improved_heavy_armor_scheme (XP)
    1936  basic_battleship
    1936  heavy_battleship
    1939  improved_ship_hull_heavy
    1940  basic_battlecruiser
    1940  improved_battleship
    1943  advanced_ship_hull_heavy
    1944  advanced_battleship
    1944  heavy_battleship2

  [naval / carriers] -- 10 techs
    1922  early_ship_hull_carrier
    1922  early_carrier
    1936  basic_ship_hull_carrier
    1936  basic_carrier
    1939  improved_ship_hull_carrier
    1940  improved_carrier
    1942  sp_refined_pykrete
    1943  advanced_ship_hull_carrier
    1944  sp_ice_composite_runawayas
    1944  advanced_carrier

  [naval / destroyers] -- 17 techs
    1922  early_ship_hull_light
    1922  smoke_generator
    1922  basic_depth_charges (XP)
    1922  sonar
    1922  early_destroyer
    1936  basic_ship_hull_light
    1936  improved_depth_charges (XP)
    1936  improved_sonar
    1936  basic_destroyer
    1939  improved_ship_hull_light
    1939  advanced_depth_charges (XP)
    1939  advanced_sonar
    1940  improved_destroyer
    1943  advanced_ship_hull_light
    1943  modern_depth_charges (XP)
    1943  modern_sonar
    1944  advanced_destroyer

  [naval / heavy_cruisers] -- 5 techs
    1922  basic_cruiser_armor_scheme (XP)
    1922  early_heavy_cruiser
    1936  basic_heavy_cruiser
    1940  improved_heavy_cruiser
    1944  advanced_heavy_cruiser

  [naval / light_cruisers] -- 8 techs
    1922  early_ship_hull_cruiser
    1922  early_light_cruiser
    1936  basic_ship_hull_cruiser
    1936  basic_light_cruiser
    1939  improved_ship_hull_cruiser
    1940  improved_light_cruiser
    1943  advanced_ship_hull_cruiser
    1944  advanced_light_cruiser

  [naval / naval_support] -- 32 techs
    1922  basic_torpedo
    1922  basic_naval_mines
    1922  submarine_mine_laying
    1922  mtg_transport
    1922  transport
    1936  magnetic_detonator (XP)
    1936  improved_ship_torpedo_launcher
    1936  damage_control_1 (XP)
    1936  damage_control_2 (XP)
    1936  damage_control_3 (XP)
    1936  fire_control_methods_1 (XP)
    1936  fire_control_methods_2 (XP)
    1936  fire_control_methods_3 (XP)
    1936  improved_naval_mines
    1938  degaussing
    1938  sp_multi_product_supply_ships (XP)
    1940  advanced_ship_torpedo_launcher
    1940  improved_submarine_mine_laying
    1940  advanced_naval_mines
    1940  mtg_landing_craft
    1940  landing_craft
    1942  homing_torpedo (XP)
    1942  airdrop_mines
    1942  airdrop_mines_bba
    1942  airsweep_mines
    1942  airsweep_mines_bba
    1942  sp_improved_support_ship (XP)
    1942  sp_improved_repair_ship (XP)
    1943  sp_standard_tenshioned_replenishment_alongside_method (XP)
    1944  modern_ship_torpedo_launcher
    1944  mtg_tank_landing_craft
    1944  tank_landing_craft

  [naval / submarines] -- 12 techs
    1922  early_ship_hull_submarine
    1922  early_submarine
    1936  basic_ship_hull_submarine
    1936  basic_submarine
    1939  improved_ship_hull_submarine
    1939  basic_submarine_snorkel
    1939  sp_aip_engine_improved_tech
    1940  improved_submarine
    1943  advanced_ship_hull_submarine
    1943  improved_submarine_snorkel (XP)
    1943  sp_aip_engine_advanced_tech
    1944  advanced_submarine

UNMAPPED TECHS
------------------------------------------------------------
These techs could not be assigned to a branch.
Add entries to custom_mappings.txt to include them.

  AFG_Karim_Khalilis_new_offensive
    categories: []
    source: millennium_dawn / E:\SteamLibrary\steamapps\workshop\content\394360\2777392649\common\technologies\custom_tech.txt
  AFG_The_Lion_of_Panjshir
    categories: []
    source: millennium_dawn / E:\SteamLibrary\steamapps\workshop\content\394360\2777392649\common\technologies\custom_tech.txt
  AFG_Training_of_local_police_officers
    categories: []
    source: millennium_dawn / E:\SteamLibrary\steamapps\workshop\content\394360\2777392649\common\technologies\custom_tech.txt
  AFG_donkey_logistics_Tech
    categories: []
    source: millennium_dawn / E:\SteamLibrary\steamapps\workshop\content\394360\2777392649\common\technologies\custom_tech.txt
  AFG_donkey_logistics_Tech2
    categories: []
    source: millennium_dawn / E:\SteamLibrary\steamapps\workshop\content\394360\2777392649\common\technologies\custom_tech.txt
  AFG_donkey_logistics_Tech3
    categories: []
    source: millennium_dawn / E:\SteamLibrary\steamapps\workshop\content\394360\2777392649\common\technologies\custom_tech.txt
  BEL_chasseurs_ardennais
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  BEL_chasseurs_ardennais_ncns
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  ETH_improved_irregular_infantry_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  FAD_access_tech
    categories: []
    source: millennium_dawn / E:\SteamLibrary\steamapps\workshop\content\394360\2777392649\common\technologies\custom_tech.txt
  HEZBOLLAH_BOOST
    categories: []
    source: millennium_dawn / E:\SteamLibrary\steamapps\workshop\content\394360\2777392649\common\technologies\infantry.txt
  HOL_marechaussee_support_tech
    categories: []
    source: millennium_dawn / E:\SteamLibrary\steamapps\workshop\content\394360\2777392649\common\technologies\custom_tech.txt
  HUN_light_infantry_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  JAP_silver_wheels
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  PHI_battalion_combat_teams
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  SWE_sami_support_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  SWI_mountaineer_paratroopers_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  TOA_jungle_pioneers_support_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  ToA_river_boats_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  advanced_modern_tank_turret_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\special_projects_tech.txt
  air_assault_artillery
    categories: []
    source: millennium_dawn / E:\SteamLibrary\steamapps\workshop\content\394360\2777392649\common\technologies\custom_tech.txt
  bicycle_infantry
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  blackshirt_assault_battalion_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  camelry
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  camicie_nere_security_militias
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\support.txt
  coastal_defense_ships
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\MTG_naval.txt
  commercial_nuclear_reactor_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\special_projects_tech.txt
  cruiser_submarines
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\MTG_naval.txt
  desert_training_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  elephantry
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  heavy_frigate
    categories: []
    source: millennium_dawn / E:\SteamLibrary\steamapps\workshop\content\394360\2777392649\common\technologies\custom_tech.txt
  hills_training_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  jungle_training_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  jungle_warfare
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  land_multi_charge_large_caliber_gun_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\special_projects_tech.txt
  lar_decryption_bonus_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\electronic_mechanical_engineering.txt
  long_range_patrol_support_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  lotta_svard_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  marine_commandos
    categories: []
    source: millennium_dawn / E:\SteamLibrary\steamapps\workshop\content\394360\2777392649\common\technologies\custom_tech.txt
  midget_submarines
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\MTG_naval.txt
  militia_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  molotov_cocktails_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  mountain_defensive_training
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  mountain_gun
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\artillery.txt
  mountain_warfare
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  mountain_warfare_militias_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  panzerschiffe
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\MTG_naval.txt
  patrol_boats
    categories: []
    source: millennium_dawn / E:\SteamLibrary\steamapps\workshop\content\394360\2777392649\common\technologies\naval_doctrine.txt
  penal_infantry
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  pre_dreadnoughts
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\MTG_naval.txt
  rangers
    categories: []
    source: millennium_dawn / E:\SteamLibrary\steamapps\workshop\content\394360\2777392649\common\technologies\custom_tech.txt
  sami_pathfinders_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  sp_double_shot_rifle_tech
    categories: []
    source: millennium_dawn / E:\SteamLibrary\steamapps\workshop\content\394360\2777392649\common\technologies\custom_tech.txt
  sp_naval_proximity_fuze_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\MTG_naval.txt
  sp_naval_repair_ships_pick_a
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\MTG_naval.txt
  sp_naval_repair_ships_pick_b
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\MTG_naval.txt
  sp_naval_repair_ships_pick_c
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\MTG_naval.txt
  sp_naval_support_ships_pick_a
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\MTG_naval.txt
  sp_naval_support_ships_pick_b
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\MTG_naval.txt
  sp_naval_support_ships_pick_c
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\MTG_naval.txt
  sp_naval_underway_replenishment_pick_a
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\MTG_naval.txt
  sp_naval_underway_replenishment_pick_b
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\MTG_naval.txt
  special_project_tech_multipurpose_warhead
    categories: []
    source: millennium_dawn / E:\SteamLibrary\steamapps\workshop\content\394360\2777392649\common\technologies\special_project_hidden_techs.txt
  stronghold_network_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\special_projects_tech.txt
  sturmtruppe_battalion_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  suicide_charge
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\bba_air_techs.txt
  suicide_craft
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\air_techs.txt
  tech_AFG_Legacy_of_the_Mujahideen
    categories: []
    source: millennium_dawn / E:\SteamLibrary\steamapps\workshop\content\394360\2777392649\common\technologies\custom_tech.txt
  tech_AFG_Return_of_Dostum
    categories: []
    source: millennium_dawn / E:\SteamLibrary\steamapps\workshop\content\394360\2777392649\common\technologies\custom_tech.txt
  tech_AFG_The_Farmer_and_their_Rifle
    categories: []
    source: millennium_dawn / E:\SteamLibrary\steamapps\workshop\content\394360\2777392649\common\technologies\custom_tech.txt
  torpedo_cruiser
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\naval.txt
  torpedo_cruiser_mtg
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\MTG_naval.txt
  uranium_tipped_bullets
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  urban_training_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  winter_logistics_support_tech
    categories: []
    source: vanilla / E:\SteamLibrary\steamapps\common\Hearts of Iron IV\common\technologies\infantry.txt
  zombietech
    categories: []
    source: millennium_dawn / E:\SteamLibrary\steamapps\workshop\content\394360\2777392649\common\technologies\custom_tech.txt
